COUNTRY,DATE,HOUR,CITY,ZONE,CONNECTED_RT,ORDERS,EARNINGS,PRECIPITATION_MM
Mexico,2024-03-14,18,Monterrey,Escobedo,6,7,"49,4","0,0000"
Mexico,2024-03-14,18,Monterrey,Carretera Nacional,7,4,"54,2","0,0000"
Mexico,2024-03-14,18,Monterrey,MTY_Apodaca_Huinalá,5,3,"57,8","0,0000"
Mexico,2024-03-14,18,Monterrey,San Nicolás,10,9,"49,5","0,0000"
Mexico,2024-03-14,18,Monterrey,Santa Catarina,7,7,"51,3","0,0000"
Mexico,2024-03-14,18,Monterrey,San Pedro,13,13,"54,0","0,0000"
Mexico,2024-03-14,18,Monterrey,Cumbres Poniente,10,7,"53,5","0,0000"
Mexico,2024-03-14,18,Monterrey,La Fe,8,6,"57,4","0,0000"
Mexico,2024-03-14,18,Monterrey,MTY_Guadalupe,13,11,"56,8","0,0000"
Mexico,2024-03-14,18,Monterrey,Independencia,7,6,"49,2","0,0000"
Mexico,2024-03-14,18,Monterrey,Santiago,6,3,"58,3","0,0000"
Mexico,2024-03-14,19,Monterrey,Centro,41,38,"76,4","0,0000"
Mexico,2024-03-14,19,Monterrey,Mitras Centro,14,31,"52,3","0,0000"
Mexico,2024-03-14,19,Monterrey,Apodaca Centro,25,26,"76,9","0,0000"
Mexico,2024-03-14,19,Monterrey,Escobedo,18,21,"72,4","0,0000"
Mexico,2024-03-14,19,Monterrey,Carretera Nacional,9,15,"51,4","0,0000"
Mexico,2024-03-14,19,Monterrey,MTY_Apodaca_Huinalá,11,12,"67,3","0,0000"
Mexico,2024-03-14,19,Monterrey,San Nicolás,29,28,"71,3","0,0000"
Mexico,2024-03-14,19,Monterrey,Santa Catarina,20,19,"70,3","0,0000"
Mexico,2024-03-14,19,Monterrey,San Pedro,23,29,"56,5","0,0000"
Mexico,2024-03-14,19,Monterrey,Cumbres Poniente,14,24,"55,4","0,0000"
Mexico,2024-03-14,19,Monterrey,La Fe,16,19,"69,0","0,0000"
Mexico,2024-03-14,19,Monterrey,MTY_Guadalupe,16,27,"53,3","0,0000"
Mexico,2024-03-14,19,Monterrey,Independencia,22,23,"75,0","0,0000"
Mexico,2024-03-14,19,Monterrey,Santiago,7,12,"52,0","0,0000"
Mexico,2024-03-14,20,Monterrey,Centro,25,39,"57,9","0,0000"
Mexico,2024-03-14,20,Monterrey,Mitras Centro,30,30,"77,4","0,0000"
Mexico,2024-03-14,20,Monterrey,Apodaca Centro,22,22,"72,7","0,0000"
Mexico,2024-03-14,20,Monterrey,Escobedo,16,21,"70,0","0,0000"
Mexico,2024-03-14,20,Monterrey,Carretera Nacional,15,15,"74,2","0,0000"
Mexico,2024-03-14,20,Monterrey,MTY_Apodaca_Huinalá,9,12,"58,2","0,0000"
Mexico,2024-03-14,20,Monterrey,San Nicolás,28,31,"75,4","0,0000"
Mexico,2024-03-14,20,Monterrey,Santa Catarina,14,21,"56,0","0,0000"
Mexico,2024-03-14,20,Monterrey,San Pedro,35,35,"77,2","0,0000"
Mexico,2024-03-14,20,Monterrey,Cumbres Poniente,21,24,"68,3","0,0000"
Mexico,2024-03-14,20,Monterrey,La Fe,13,19,"55,9","0,0000"
Mexico,2024-03-14,20,Monterrey,MTY_Guadalupe,26,30,"73,4","0,0000"
Mexico,2024-03-14,20,Monterrey,Independencia,12,23,"51,3","0,0000"
Mexico,2024-03-14,20,Monterrey,Santiago,9,12,"58,8","0,0000"
Mexico,2024-03-14,21,Monterrey,Centro,37,42,"69,2","0,0000"
Mexico,2024-03-14,21,Monterrey,Mitras Centro,25,32,"67,9","0,0000"
Mexico,2024-03-14,21,Monterrey,Apodaca Centro,13,22,"50,7","0,0000"
Mexico,2024-03-14,21,Monterrey,Escobedo,11,21,"52,7","0,0000"
Mexico,2024-03-14,21,Monterrey,Carretera Nacional,13,15,"75,5","0,0000"
Mexico,2024-03-14,21,Monterrey,MTY_Apodaca_Huinalá,12,10,"74,8","0,0000"
Mexico,2024-03-14,21,Monterrey,San Nicolás,31,27,"73,5","0,0000"
Mexico,2024-03-14,21,Monterrey,Santa Catarina,12,22,"51,4","0,0000"
Mexico,2024-03-14,21,Monterrey,San Pedro,19,35,"51,9","0,0000"
Mexico,2024-03-14,21,Monterrey,Cumbres Poniente,22,27,"70,6","0,0000"
Mexico,2024-03-14,21,Monterrey,La Fe,18,17,"67,0","0,0000"
Mexico,2024-03-14,21,Monterrey,MTY_Guadalupe,15,25,"50,3","0,0000"
Mexico,2024-03-14,21,Monterrey,Independencia,11,22,"51,6","0,0000"
Mexico,2024-03-14,21,Monterrey,Santiago,12,11,"75,2","0,0000"
Mexico,2024-03-14,22,Monterrey,Centro,14,15,"52,4","0,0000"
Mexico,2024-03-14,22,Monterrey,Mitras Centro,12,10,"53,5","0,0000"
Mexico,2024-03-14,22,Monterrey,Apodaca Centro,11,8,"57,9","0,0000"
Mexico,2024-03-14,22,Monterrey,Escobedo,7,8,"49,9","0,0000"
Mexico,2024-03-14,22,Monterrey,Carretera Nacional,7,7,"56,8","0,0000"
Mexico,2024-03-14,22,Monterrey,MTY_Apodaca_Huinalá,5,5,"54,1","0,0000"
Mexico,2024-03-14,22,Monterrey,San Nicolás,13,12,"52,4","0,0000"
Mexico,2024-03-14,22,Monterrey,Santa Catarina,8,9,"52,2","0,0000"
Mexico,2024-03-14,22,Monterrey,San Pedro,18,13,"59,1","0,0000"
Mexico,2024-03-14,22,Monterrey,Cumbres Poniente,9,11,"49,5","0,0000"
Mexico,2024-03-14,22,Monterrey,La Fe,9,8,"54,4","0,0000"
Mexico,2024-03-14,22,Monterrey,MTY_Guadalupe,10,11,"51,1","0,0000"
Mexico,2024-03-14,22,Monterrey,Independencia,10,8,"56,8","0,0000"
Mexico,2024-03-14,22,Monterrey,Santiago,4,5,"49,1","0,0000"
Mexico,2024-03-14,23,Monterrey,Centro,9,2,"59,4","0,0000"
Mexico,2024-03-14,23,Monterrey,Mitras Centro,4,1,"50,6","0,0000"
Mexico,2024-03-14,23,Monterrey,Apodaca Centro,4,1,"53,2","0,0000"
Mexico,2024-03-14,23,Monterrey,Escobedo,3,1,"59,1","0,0000"
Mexico,2024-03-14,23,Monterrey,Carretera Nacional,2,0,"51,6","0,0000"
Mexico,2024-03-14,23,Monterrey,MTY_Apodaca_Huinalá,2,0,"49,2","0,0000"
Mexico,2024-03-14,23,Monterrey,San Nicolás,6,1,"54,8","0,0000"
Mexico,2024-03-14,23,Monterrey,Santa Catarina,3,1,"55,1","0,0000"
Mexico,2024-03-14,23,Monterrey,San Pedro,5,1,"49,5","0,0000"
Mexico,2024-03-14,23,Monterrey,Cumbres Poniente,5,1,"53,1","0,0000"
Mexico,2024-03-14,23,Monterrey,La Fe,3,0,"54,8","0,0000"
Mexico,2024-03-14,23,Monterrey,MTY_Guadalupe,5,1,"57,5","0,0000"
Mexico,2024-03-14,23,Monterrey,Independencia,4,1,"56,5","0,0000"
Mexico,2024-03-14,23,Monterrey,Santiago,2,0,"56,1","0,0000"
Mexico,2024-03-15,0,Monterrey,Centro,8,1,"58,9","0,0000"
Mexico,2024-03-15,0,Monterrey,Mitras Centro,5,1,"52,5","0,0000"
Mexico,2024-03-15,0,Monterrey,Apodaca Centro,4,1,"54,5","0,0000"
Mexico,2024-03-15,0,Monterrey,Escobedo,3,1,"50,0","0,0000"
Mexico,2024-03-15,0,Monterrey,Carretera Nacional,2,0,"50,2","0,0000"
Mexico,2024-03-15,0,Monterrey,MTY_Apodaca_Huinalá,2,0,"59,8","0,0000"
Mexico,2024-03-15,0,Monterrey,San Nicolás,7,1,"57,3","0,0000"
Mexico,2024-03-15,0,Monterrey,Santa Catarina,4,1,"55,9","0,0000"
Mexico,2024-03-15,0,Monterrey,San Pedro,6,1,"54,8","0,0000"
Mexico,2024-03-15,0,Monterrey,Cumbres Poniente,4,1,"51,9","0,0000"
Mexico,2024-03-15,0,Monterrey,La Fe,4,1,"59,8","0,0000"
Mexico,2024-03-15,0,Monterrey,MTY_Guadalupe,4,1,"50,2","0,0000"
Mexico,2024-03-15,0,Monterrey,Independencia,4,1,"52,7","0,0000"
Mexico,2024-03-15,0,Monterrey,Santiago,2,0,"58,8","0,0000"
Mexico,2024-03-15,1,Monterrey,Centro,3,2,"56,1","0,0000"
Mexico,2024-03-15,1,Monterrey,Mitras Centro,2,1,"53,8","0,0000"
Mexico,2024-03-15,1,Monterrey,Apodaca Centro,2,1,"53,0","0,0000"
Mexico,2024-03-15,1,Monterrey,Escobedo,1,1,"53,2","0,0000"
Mexico,2024-03-15,1,Monterrey,Carretera Nacional,1,0,"54,8","0,0000"
Mexico,2024-03-15,1,Monterrey,MTY_Apodaca_Huinalá,1,0,"55,1","0,0000"
Mexico,2024-03-15,1,Monterrey,San Nicolás,2,1,"49,2","0,0000"
Mexico,2024-03-15,1,Monterrey,Santa Catarina,1,1,"53,8","0,0000"
Mexico,2024-03-15,1,Monterrey,San Pedro,3,1,"58,3","0,0000"
Mexico,2024-03-15,1,Monterrey,Cumbres Poniente,2,1,"53,6","0,0000"
Mexico,2024-03-15,1,Monterrey,La Fe,1,1,"51,4","0,0000"
Mexico,2024-03-15,1,Monterrey,MTY_Guadalupe,3,1,"58,7","0,0000"
Mexico,2024-03-15,1,Monterrey,Independencia,2,1,"56,6","0,0000"
Mexico,2024-03-15,1,Monterrey,Santiago,1,0,"57,1","0,0000"
Mexico,2024-03-15,2,Monterrey,Centro,2,2,"51,5","0,0000"
Mexico,2024-03-15,2,Monterrey,Mitras Centro,2,1,"50,0","0,0000"
Mexico,2024-03-15,2,Monterrey,Apodaca Centro,2,1,"56,9","0,0000"
Mexico,2024-03-15,2,Monterrey,Escobedo,1,1,"51,3","0,0000"
Mexico,2024-03-15,2,Monterrey,Carretera Nacional,1,0,"49,8","0,0000"
Mexico,2024-03-15,2,Monterrey,MTY_Apodaca_Huinalá,1,0,"56,8","0,0000"
Mexico,2024-03-15,2,Monterrey,San Nicolás,3,1,"54,8","0,0000"
Mexico,2024-03-15,2,Monterrey,Santa Catarina,2,1,"58,5","0,0000"
Mexico,2024-03-15,2,Monterrey,San Pedro,2,1,"50,3","0,0000"
Mexico,2024-03-15,2,Monterrey,Cumbres Poniente,2,1,"57,1","0,0000"
Mexico,2024-03-15,2,Monterrey,La Fe,1,1,"49,6","0,0000"
Mexico,2024-03-15,2,Monterrey,MTY_Guadalupe,2,1,"56,8","0,0000"
Mexico,2024-03-15,2,Monterrey,Independencia,1,1,"49,6","0,0000"
Mexico,2024-03-15,2,Monterrey,Santiago,1,0,"58,1","0,0000"
Mexico,2024-03-15,3,Monterrey,Centro,3,1,"53,6","0,0000"
Mexico,2024-03-15,3,Monterrey,Mitras Centro,2,1,"53,3","0,0000"
Mexico,2024-03-15,3,Monterrey,Apodaca Centro,2,1,"52,6","0,0000"
Mexico,2024-03-15,3,Monterrey,Escobedo,1,1,"52,4","0,0000"
Mexico,2024-03-15,3,Monterrey,Carretera Nacional,1,0,"56,3","0,0000"
Mexico,2024-03-15,3,Monterrey,MTY_Apodaca_Huinalá,1,0,"56,9","0,0000"
Mexico,2024-03-15,3,Monterrey,San Nicolás,2,1,"49,3","0,0000"
Mexico,2024-03-15,3,Monterrey,Santa Catarina,1,1,"55,4","0,0000"
Mexico,2024-03-15,3,Monterrey,San Pedro,3,1,"55,8","0,0000"
Mexico,2024-03-15,3,Monterrey,Cumbres Poniente,2,1,"58,0","0,0000"
Mexico,2024-03-15,3,Monterrey,La Fe,1,0,"55,0","0,0000"
Mexico,2024-03-15,3,Monterrey,MTY_Guadalupe,3,1,"58,7","0,0000"
Mexico,2024-03-15,3,Monterrey,Independencia,2,1,"58,1","0,0000"
Mexico,2024-03-15,3,Monterrey,Santiago,1,0,"58,1","0,0000"
Mexico,2024-03-15,4,Monterrey,Centro,4,2,"57,5","0,0000"
Mexico,2024-03-15,4,Monterrey,Mitras Centro,2,1,"54,7","0,0000"
Mexico,2024-03-15,4,Monterrey,Apodaca Centro,2,1,"50,8","0,0000"
Mexico,2024-03-15,4,Monterrey,Escobedo,1,1,"53,7","0,0000"
Mexico,2024-03-15,4,Monterrey,Carretera Nacional,1,0,"49,6","0,0000"
Mexico,2024-03-15,4,Monterrey,MTY_Apodaca_Huinalá,1,0,"58,9","0,0000"
Mexico,2024-03-15,4,Monterrey,San Nicolás,3,1,"58,4","0,0000"
Mexico,2024-03-15,4,Monterrey,Santa Catarina,1,1,"57,4","0,0000"
Mexico,2024-03-15,4,Monterrey,San Pedro,2,1,"52,5","0,0000"
Mexico,2024-03-15,4,Monterrey,Cumbres Poniente,2,1,"57,5","0,0000"
Mexico,2024-03-15,4,Monterrey,La Fe,1,1,"52,2","0,0000"
Mexico,2024-03-15,4,Monterrey,MTY_Guadalupe,2,1,"55,8","0,0000"
Mexico,2024-03-15,4,Monterrey,Independencia,2,1,"57,5","0,0000"
Mexico,2024-03-15,4,Monterrey,Santiago,1,0,"59,0","0,0000"
Mexico,2024-03-15,5,Monterrey,Centro,3,2,"50,4","0,0000"
Mexico,2024-03-15,5,Monterrey,Mitras Centro,2,1,"50,6","0,0000"
Mexico,2024-03-15,5,Monterrey,Apodaca Centro,2,1,"56,8","0,0000"
Mexico,2024-03-15,5,Monterrey,Escobedo,2,1,"59,6","0,0000"
Mexico,2024-03-15,5,Monterrey,Carretera Nacional,1,0,"50,3","0,0000"
Mexico,2024-03-15,5,Monterrey,MTY_Apodaca_Huinalá,1,0,"53,8","0,0000"
Mexico,2024-03-15,5,Monterrey,San Nicolás,2,1,"59,2","0,0000"
Mexico,2024-03-15,5,Monterrey,Santa Catarina,2,1,"60,0","0,0000"
Mexico,2024-03-15,5,Monterrey,San Pedro,3,1,"56,0","0,0000"
Mexico,2024-03-15,5,Monterrey,Cumbres Poniente,1,1,"49,8","0,0000"
Mexico,2024-03-15,5,Monterrey,La Fe,1,1,"57,3","0,0000"
Mexico,2024-03-15,5,Monterrey,MTY_Guadalupe,2,1,"53,0","0,0000"
Mexico,2024-03-15,5,Monterrey,Independencia,2,1,"57,2","0,0000"
Mexico,2024-03-15,5,Monterrey,Santiago,1,0,"50,2","0,0000"
Mexico,2024-03-15,6,Monterrey,Centro,3,2,"55,3","0,0000"
Mexico,2024-03-15,6,Monterrey,Mitras Centro,2,1,"56,4","0,0000"
Mexico,2024-03-15,6,Monterrey,Apodaca Centro,2,1,"58,4","0,0000"
Mexico,2024-03-15,6,Monterrey,Escobedo,1,0,"53,2","0,0000"
Mexico,2024-03-15,6,Monterrey,Carretera Nacional,1,0,"54,7","0,0000"
Mexico,2024-03-15,6,Monterrey,MTY_Apodaca_Huinalá,1,0,"51,8","0,0000"
Mexico,2024-03-15,6,Monterrey,San Nicolás,2,1,"49,4","0,0000"
Mexico,2024-03-15,6,Monterrey,Santa Catarina,1,1,"49,3","0,0000"
Mexico,2024-03-15,6,Monterrey,San Pedro,3,1,"57,5","0,0000"
Mexico,2024-03-15,6,Monterrey,Cumbres Poniente,2,1,"51,3","0,0000"
Mexico,2024-03-15,6,Monterrey,La Fe,1,1,"55,4","0,0000"
Mexico,2024-03-15,6,Monterrey,MTY_Guadalupe,2,1,"57,7","0,0000"
Mexico,2024-03-15,6,Monterrey,Independencia,2,1,"59,0","0,0000"
Mexico,2024-03-15,6,Monterrey,Santiago,1,0,"53,2","0,0000"
Mexico,2024-03-15,7,Monterrey,Centro,13,2,"58,1","0,0000"
Mexico,2024-03-15,7,Monterrey,Mitras Centro,7,1,"51,3","0,0000"
Mexico,2024-03-15,7,Monterrey,Apodaca Centro,6,1,"52,1","0,0000"
Mexico,2024-03-15,7,Monterrey,Escobedo,6,1,"56,2","0,0000"
Mexico,2024-03-15,7,Monterrey,Carretera Nacional,5,0,"59,4","0,0000"
Mexico,2024-03-15,7,Monterrey,MTY_Apodaca_Huinalá,4,0,"56,7","0,0000"
Mexico,2024-03-15,7,Monterrey,San Nicolás,11,1,"57,2","0,0000"
Mexico,2024-03-15,7,Monterrey,Santa Catarina,6,1,"52,9","0,0000"
Mexico,2024-03-15,7,Monterrey,San Pedro,9,2,"52,6","0,0000"
Mexico,2024-03-15,7,Monterrey,Cumbres Poniente,8,1,"56,7","0,0000"
Mexico,2024-03-15,7,Monterrey,La Fe,6,1,"59,4","0,0000"
Mexico,2024-03-15,7,Monterrey,MTY_Guadalupe,8,1,"56,4","0,0000"
Mexico,2024-03-15,7,Monterrey,Independencia,6,1,"57,0","0,0000"
Mexico,2024-03-15,7,Monterrey,Santiago,3,0,"56,9","0,0000"
Mexico,2024-03-15,8,Monterrey,Centro,10,7,"52,6","0,0000"
Mexico,2024-03-15,8,Monterrey,Mitras Centro,6,5,"49,5","0,0000"
Mexico,2024-03-15,8,Monterrey,Apodaca Centro,7,5,"51,9","0,0000"
Mexico,2024-03-15,8,Monterrey,Escobedo,5,3,"54,8","0,0000"
Mexico,2024-03-15,8,Monterrey,Carretera Nacional,4,2,"52,1","0,0000"
Mexico,2024-03-15,8,Monterrey,MTY_Apodaca_Huinalá,4,2,"58,8","0,0000"
Mexico,2024-03-15,8,Monterrey,San Nicolás,8,6,"52,0","0,0000"
Mexico,2024-03-15,8,Monterrey,Santa Catarina,6,4,"54,9","0,0000"
Mexico,2024-03-15,8,Monterrey,San Pedro,9,6,"53,8","0,0000"
Mexico,2024-03-15,8,Monterrey,Cumbres Poniente,9,4,"59,4","0,0000"
Mexico,2024-03-15,8,Monterrey,La Fe,6,3,"56,5","0,0000"
Mexico,2024-03-15,8,Monterrey,MTY_Guadalupe,8,5,"52,1","0,0000"
Mexico,2024-03-15,8,Monterrey,Independencia,6,4,"52,7","0,0000"
Mexico,2024-03-15,8,Monterrey,Santiago,3,2,"51,6","0,0000"
Mexico,2024-03-15,9,Monterrey,Centro,11,6,"51,0","0,0000"
Mexico,2024-03-15,9,Monterrey,Mitras Centro,8,5,"49,3","0,0000"
Mexico,2024-03-15,9,Monterrey,Apodaca Centro,7,4,"57,0","0,0000"
Mexico,2024-03-15,9,Monterrey,Escobedo,5,3,"51,6","0,0000"
Mexico,2024-03-15,9,Monterrey,Carretera Nacional,4,2,"52,0","0,0000"
Mexico,2024-03-15,9,Monterrey,MTY_Apodaca_Huinalá,3,2,"58,3","0,0000"
Mexico,2024-03-15,9,Monterrey,San Nicolás,8,5,"51,6","0,0000"
Mexico,2024-03-15,9,Monterrey,Santa Catarina,6,3,"58,9","0,0000"
Mexico,2024-03-15,9,Monterrey,San Pedro,10,6,"55,7","0,0000"
Mexico,2024-03-15,9,Monterrey,Cumbres Poniente,8,4,"59,9","0,0000"
Mexico,2024-03-15,9,Monterrey,La Fe,6,4,"55,3","0,0000"
Mexico,2024-03-15,9,Monterrey,MTY_Guadalupe,7,5,"49,1","0,0000"
Mexico,2024-03-15,9,Monterrey,Independencia,5,4,"49,1","0,0000"
Mexico,2024-03-15,9,Monterrey,Santiago,3,2,"50,3","0,0000"
Mexico,2024-03-15,10,Monterrey,Centro,21,21,"70,4","1,2000"
Mexico,2024-03-15,10,Monterrey,Mitras Centro,15,15,"71,5","1,2000"
Mexico,2024-03-15,10,Monterrey,Apodaca Centro,12,11,"70,5","1,2000"
Mexico,2024-03-15,10,Monterrey,Escobedo,11,9,"71,7","1,2000"
Mexico,2024-03-15,10,Monterrey,Carretera Nacional,7,7,"75,5","1,2000"
Mexico,2024-03-15,10,Monterrey,MTY_Apodaca_Huinalá,6,7,"70,5","1,2000"
Mexico,2024-03-15,10,Monterrey,San Nicolás,16,16,"70,9","1,2000"
Mexico,2024-03-15,10,Monterrey,Santa Catarina,10,9,"70,6","1,2000"
Mexico,2024-03-15,10,Monterrey,San Pedro,20,17,"74,7","1,2000"
Mexico,2024-03-15,10,Monterrey,Cumbres Poniente,14,12,"75,3","1,2000"
Mexico,2024-03-15,10,Monterrey,La Fe,10,10,"73,9","1,2000"
Mexico,2024-03-15,10,Monterrey,MTY_Guadalupe,16,13,"74,0","1,2000"
Mexico,2024-03-15,10,Monterrey,Independencia,13,12,"70,1","1,2000"
Mexico,2024-03-15,10,Monterrey,Santiago,6,6,"71,4","1,2000"
Mexico,2024-03-15,11,Monterrey,Centro,21,19,"72,1","3,2000"
Mexico,2024-03-15,11,Monterrey,Mitras Centro,15,16,"71,7","3,2000"
Mexico,2024-03-15,11,Monterrey,Apodaca Centro,13,13,"69,6","3,2000"
Mexico,2024-03-15,11,Monterrey,Escobedo,11,10,"73,5","3,2000"
Mexico,2024-03-15,11,Monterrey,Carretera Nacional,7,8,"73,0","3,2000"
Mexico,2024-03-15,11,Monterrey,MTY_Apodaca_Huinalá,7,6,"76,3","3,2000"
Mexico,2024-03-15,11,Monterrey,San Nicolás,18,17,"70,4","3,2000"
Mexico,2024-03-15,11,Monterrey,Santa Catarina,11,11,"70,3","3,2000"
Mexico,2024-03-15,11,Monterrey,San Pedro,17,18,"72,2","3,2000"
Mexico,2024-03-15,11,Monterrey,Cumbres Poniente,14,12,"73,9","3,2000"
Mexico,2024-03-15,11,Monterrey,La Fe,12,9,"74,0","3,2000"
Mexico,2024-03-15,11,Monterrey,MTY_Guadalupe,14,13,"71,2","3,2000"
Mexico,2024-03-15,11,Monterrey,Independencia,14,10,"73,9","3,2000"
Mexico,2024-03-15,11,Monterrey,Santiago,5,5,"69,8","3,2000"
Mexico,2024-03-15,12,Monterrey,Centro,31,55,"71,9","4,7000"
Mexico,2024-03-15,12,Monterrey,Mitras Centro,28,34,"76,3","4,7000"
Mexico,2024-03-15,12,Monterrey,Apodaca Centro,18,31,"73,7","4,7000"
Mexico,2024-03-15,12,Monterrey,Escobedo,14,20,"71,0","4,7000"
Mexico,2024-03-15,12,Monterrey,Carretera Nacional,9,19,"70,0","4,7000"
Mexico,2024-03-15,12,Monterrey,MTY_Apodaca_Huinalá,9,14,"73,4","4,7000"
Mexico,2024-03-15,12,Monterrey,San Nicolás,24,36,"75,8","4,7000"
Mexico,2024-03-15,12,Monterrey,Santa Catarina,17,27,"70,2","4,7000"
Mexico,2024-03-15,12,Monterrey,San Pedro,25,40,"71,5","4,7000"
Mexico,2024-03-15,12,Monterrey,Cumbres Poniente,19,30,"72,0","4,7000"
Mexico,2024-03-15,12,Monterrey,La Fe,16,23,"71,7","4,7000"
Mexico,2024-03-15,12,Monterrey,MTY_Guadalupe,22,39,"71,2","4,7000"
Mexico,2024-03-15,12,Monterrey,Independencia,17,26,"70,1","4,7000"
Mexico,2024-03-15,12,Monterrey,Santiago,9,15,"75,3","4,7000"
Mexico,2024-03-15,13,Monterrey,Centro,35,52,"75,9","6,1000"
Mexico,2024-03-15,13,Monterrey,Mitras Centro,22,35,"73,5","6,1000"
Mexico,2024-03-15,13,Monterrey,Apodaca Centro,18,29,"71,7","6,1000"
Mexico,2024-03-15,13,Monterrey,Escobedo,17,26,"72,4","6,1000"
Mexico,2024-03-15,13,Monterrey,Carretera Nacional,12,20,"74,5","6,1000"
Mexico,2024-03-15,13,Monterrey,MTY_Apodaca_Huinalá,10,15,"72,7","6,1000"
Mexico,2024-03-15,13,Monterrey,San Nicolás,23,38,"72,3","6,1000"
Mexico,2024-03-15,13,Monterrey,Santa Catarina,16,27,"75,8","6,1000"
Mexico,2024-03-15,13,Monterrey,San Pedro,27,43,"74,6","6,1000"
Mexico,2024-03-15,13,Monterrey,Cumbres Poniente,21,28,"70,2","6,1000"
Mexico,2024-03-15,13,Monterrey,La Fe,14,25,"70,6","6,1000"
Mexico,2024-03-15,13,Monterrey,MTY_Guadalupe,24,32,"76,1","6,1000"
Mexico,2024-03-15,13,Monterrey,Independencia,17,27,"72,9","6,1000"
Mexico,2024-03-15,13,Monterrey,Santiago,8,13,"74,4","6,1000"
Mexico,2024-03-15,14,Monterrey,Centro,33,55,"74,7","3,2000"
Mexico,2024-03-15,14,Monterrey,Mitras Centro,24,35,"74,3","3,2000"
Mexico,2024-03-15,14,Monterrey,Apodaca Centro,20,26,"76,0","3,2000"
Mexico,2024-03-15,14,Monterrey,Escobedo,17,26,"73,5","3,2000"
Mexico,2024-03-15,14,Monterrey,Carretera Nacional,10,19,"70,7","3,2000"
Mexico,2024-03-15,14,Monterrey,MTY_Apodaca_Huinalá,10,13,"72,9","3,2000"
Mexico,2024-03-15,14,Monterrey,San Nicolás,29,42,"73,2","3,2000"
Mexico,2024-03-15,14,Monterrey,Santa Catarina,15,27,"70,2","3,2000"
Mexico,2024-03-15,14,Monterrey,San Pedro,29,39,"70,7","3,2000"
Mexico,2024-03-15,14,Monterrey,Cumbres Poniente,18,28,"72,0","3,2000"
Mexico,2024-03-15,14,Monterrey,La Fe,16,24,"73,9","3,2000"
Mexico,2024-03-15,14,Monterrey,MTY_Guadalupe,23,38,"74,3","3,2000"
Mexico,2024-03-15,14,Monterrey,Independencia,18,30,"70,0","3,2000"
Mexico,2024-03-15,14,Monterrey,Santiago,7,14,"70,4","3,2000"
Mexico,2024-03-15,15,Monterrey,Centro,14,14,"49,3","0,0000"
Mexico,2024-03-15,15,Monterrey,Mitras Centro,9,9,"51,6","0,0000"
Mexico,2024-03-15,15,Monterrey,Apodaca Centro,11,8,"57,8","0,0000"
Mexico,2024-03-15,15,Monterrey,Escobedo,8,6,"57,8","0,0000"
Mexico,2024-03-15,15,Monterrey,Carretera Nacional,6,5,"51,5","0,0000"
Mexico,2024-03-15,15,Monterrey,MTY_Apodaca_Huinalá,5,4,"50,5","0,0000"
Mexico,2024-03-15,15,Monterrey,San Nicolás,11,11,"49,9","0,0000"
Mexico,2024-03-15,15,Monterrey,Santa Catarina,9,8,"57,2","0,0000"
Mexico,2024-03-15,15,Monterrey,San Pedro,12,11,"49,9","0,0000"
Mexico,2024-03-15,15,Monterrey,Cumbres Poniente,13,8,"59,1","0,0000"
Mexico,2024-03-15,15,Monterrey,La Fe,9,6,"55,8","0,0000"
Mexico,2024-03-15,15,Monterrey,MTY_Guadalupe,11,9,"54,5","0,0000"
Mexico,2024-03-15,15,Monterrey,Independencia,9,7,"51,4","0,0000"
Mexico,2024-03-15,15,Monterrey,Santiago,4,4,"54,7","0,0000"
Mexico,2024-03-15,16,Monterrey,Centro,17,14,"53,6","0,0000"
Mexico,2024-03-15,16,Monterrey,Mitras Centro,13,9,"57,7","0,0000"
Mexico,2024-03-15,16,Monterrey,Apodaca Centro,8,8,"50,4","0,0000"
Mexico,2024-03-15,16,Monterrey,Escobedo,10,7,"59,9","0,0000"
Mexico,2024-03-15,16,Monterrey,Carretera Nacional,6,5,"51,0","0,0000"
Mexico,2024-03-15,16,Monterrey,MTY_Apodaca_Huinalá,5,4,"51,4","0,0000"
Mexico,2024-03-15,16,Monterrey,San Nicolás,15,9,"56,8","0,0000"
Mexico,2024-03-15,16,Monterrey,Santa Catarina,9,7,"57,9","0,0000"
Mexico,2024-03-15,16,Monterrey,San Pedro,14,12,"52,9","0,0000"
Mexico,2024-03-15,16,Monterrey,Cumbres Poniente,10,9,"52,2","0,0000"
Mexico,2024-03-15,16,Monterrey,La Fe,8,6,"53,0","0,0000"
Mexico,2024-03-15,16,Monterrey,MTY_Guadalupe,10,9,"50,0","0,0000"
Mexico,2024-03-15,16,Monterrey,Independencia,10,7,"60,0","0,0000"
Mexico,2024-03-15,16,Monterrey,Santiago,5,4,"54,4","0,0000"
Mexico,2024-03-15,17,Monterrey,Centro,17,12,"57,7","0,0000"
Mexico,2024-03-15,17,Monterrey,Mitras Centro,10,10,"55,1","0,0000"
Mexico,2024-03-15,17,Monterrey,Apodaca Centro,8,9,"50,2","0,0000"
Mexico,2024-03-15,17,Monterrey,Escobedo,10,7,"58,6","0,0000"
Mexico,2024-03-15,17,Monterrey,Carretera Nacional,6,5,"54,5","0,0000"
Mexico,2024-03-15,17,Monterrey,MTY_Apodaca_Huinalá,6,4,"55,5","0,0000"
